nid,pax,avg_fare,ticket_type,leg1,leg2,leg3,leg4
496918,1,81.0,economy,34292,,,
496919,1,158.0,economy,34292,,,
496920,1,270.0,economy,34292,,,
496921,1,409.0,economy,34292,,,
496922,1,411.0,economy,34292,,,
496923,1,416.0,economy,34292,,,
496924,1,456.0,economy,34292,,,
496925,47,505.0,economy,34292,,,
496926,6,507.0,economy,34292,,,
496927,2,533.0,economy,34292,,,
496928,33,542.0,economy,34292,,,
496929,2,567.0,economy,34292,,,
496930,6,587.0,economy,34292,,,
496931,6,610.0,economy,34292,,,
496932,1,622.0,economy,34292,,,
496933,17,669.0,economy,34292,,,
496934,3,676.0,economy,34292,,,
496935,6,700.0,economy,34292,,,
496936,1,730.0,economy,34292,,,
496937,1,760.0,economy,34292,,,
496938,1,790.0,economy,34292,,,
496939,1,854.0,economy,34292,,,
496940,1,897.0,economy,34292,,,
496941,1,1115.0,economy,34292,,,
496942,1,1218.0,economy,34292,,,
496943,1,1400.0,economy,34292,,,
496944,1,1549.0,economy,34292,,,
496945,1,1795.0,economy,34292,,,
496946,1,1811.0,economy,34292,,,
496947,1,1980.0,economy,34292,,,
496948,1,1983.0,economy,34292,,,
496949,1,1988.0,economy,34292,,,
496950,1,2066.0,economy,34292,,,
496951,2,2143.0,economy,34292,,,
496952,1,2363.0,economy,34292,,,
496953,2,2556.0,economy,34292,,,
496954,46,2594.0,economy,34292,,,
496955,1,2977.0,economy,34292,,,
496956,16,3265.0,economy,34292,,,
496957,1,3302.0,economy,34292,,,
496958,1,3370.0,economy,34292,,,
496959,1,3379.0,economy,34292,,,
496960,1,3626.0,economy,34292,,,
497001,1,20.0,economy,33872,,,
497002,1,62.0,economy,33872,,,
497003,4,192.0,economy,33872,,,
497004,4,196.0,economy,33872,,,
497005,22,201.0,economy,33872,,,
497006,2,202.0,economy,33872,,,
497007,30,204.0,economy,33872,,,
497008,16,205.0,economy,33872,,,
497009,16,207.0,economy,33872,,,
497010,2,209.0,economy,33872,,,
497011,1,272.0,economy,33872,,,
497012,4,274.0,economy,33872,,,
497013,23,276.0,economy,33872,,,
497014,1,277.0,economy,33872,,,
497015,31,281.0,economy,33872,,,
497016,1,406.0,economy,33872,,,
497017,1,411.0,economy,33872,,,
497018,1,418.0,economy,33872,,,
497019,1,419.0,economy,33872,,,
497020,1,460.0,economy,33872,,,
497021,1,463.0,economy,33872,,,
497022,1,478.0,economy,33872,,,
497023,1,497.0,economy,33872,,,
497024,1,612.0,economy,33872,,,
497025,1,1004.0,economy,33872,,,
497026,4,1216.0,economy,33872,,,
497027,8,1234.0,economy,33872,,,
497028,4,1255.0,economy,33872,,,
497029,5,1316.0,economy,33872,,,
497030,14,1321.0,economy,33872,,,
497031,5,1323.0,economy,33872,,,
497032,49,1327.0,economy,33872,,,
497033,2,1328.0,economy,33872,,,
497034,4,1330.0,economy,33872,,,
497035,4,1341.0,economy,33872,,,
497036,1,2175.0,economy,33872,,,
497037,1,4731.0,economy,33872,,,
497134,1,20.0,economy,33897,,,
497135,1,29.0,economy,33897,,,
497136,1,166.0,economy,33897,,,
497137,1,308.0,economy,33897,,,
497138,1,350.0,economy,33897,,,
497139,1,408.0,economy,33897,,,
497140,6,410.0,economy,33897,,,
497141,67,411.0,economy,33897,,,
497142,4,413.0,economy,33897,,,
497143,9,516.0,economy,33897,,,
497144,2,535.0,economy,33897,,,
497145,14,544.0,economy,33897,,,
497146,3,553.0,economy,33897,,,
497147,1,585.0,economy,33897,,,
497148,6,668.0,economy,33897,,,
497149,12,689.0,economy,33897,,,
497150,26,709.0,economy,33897,,,
497151,3,710.0,economy,33897,,,
497152,5,717.0,economy,33897,,,
497153,8,721.0,economy,33897,,,
497154,1,722.0,economy,33897,,,
497155,1,749.0,economy,33897,,,
497156,2,846.0,economy,33897,,,
497157,1,1121.0,economy,33897,,,
497158,6,2215.0,economy,33897,,,
497159,5,2259.0,economy,33897,,,
497160,5,2272.0,economy,33897,,,
497161,7,2275.0,economy,33897,,,
497162,11,2282.0,economy,33897,,,
497163,47,2293.0,economy,33897,,,
497164,3,2295.0,economy,33897,,,
497165,1,2347.0,economy,33897,,,
497166,1,2660.0,economy,33897,,,
497167,1,3062.0,economy,33897,,,
497168,12,3087.0,economy,33897,,,
497169,1,3780.0,economy,33897,,,
497170,1,3789.0,economy,33897,,,
497171,1,4159.0,economy,33897,,,
497172,1,4590.0,flex,34156,,,
497173,3,410.0,economy,34156,,,
497174,47,411.0,economy,34156,,,
497175,18,413.0,economy,34156,,,
497176,44,544.0,economy,34156,,,
497177,1,553.0,economy,34156,,,
497178,21,689.0,economy,34156,,,
497179,5,709.0,economy,34156,,,
497180,27,721.0,economy,34156,,,
497181,1,865.0,economy,34156,,,
497182,3,2215.0,economy,34156,,,
497183,42,2282.0,economy,34156,,,
497184,29,2293.0,economy,34156,,,
497185,1,2740.0,economy,34156,,,
497186,1,3062.0,economy,34156,,,
497187,2,3087.0,economy,34156,,,
500476,5,2225.0,flex,33810,,,
500477,4,391.0,economy,33810,,,
500478,5,394.0,economy,33810,,,
500479,1,560.0,economy,33810,,,
500480,2,578.0,economy,33810,,,
500481,1,747.0,economy,33810,,,
500482,1,2225.0,economy,33810,,,
501104,3,1486.0,flex,34097,,,
501105,1,1534.0,flex,34097,,,
501106,15,1544.0,flex,34097,,,
501107,2,1570.0,flex,34097,,,
501108,2,1576.0,flex,34097,,,
501109,2,2343.0,flex,34097,,,
501110,2,2866.0,flex,34097,,,
501111,3,271.0,economy,34097,,,
501112,1,277.0,economy,34097,,,
501113,1,287.0,economy,34097,,,
501114,24,289.0,economy,34097,,,
501115,8,292.0,economy,34097,,,
501116,14,293.0,economy,34097,,,
501117,7,294.0,economy,34097,,,
501118,1,297.0,economy,34097,,,
501119,15,299.0,economy,34097,,,
501120,5,331.0,economy,34097,,,
501121,4,434.0,economy,34097,,,
501122,1,497.0,economy,34097,,,
501123,2,724.0,economy,34097,,,
501124,9,734.0,economy,34097,,,
501125,1,776.0,economy,34097,,,
501126,1,1479.0,economy,34097,,,
501233,3,1769.0,flex,34652,,,
501234,2,1771.0,flex,34652,,,
501235,7,1790.0,flex,34652,,,
501236,1,20.0,economy,34652,,,
501237,1,266.0,economy,34652,,,
501238,39,317.0,economy,34652,,,
501239,42,322.0,economy,34652,,,
501240,1,336.0,economy,34652,,,
501241,1,400.0,economy,34652,,,
501242,2,409.0,economy,34652,,,
501243,4,426.0,economy,34652,,,
501244,1,476.0,economy,34652,,,
501245,5,532.0,economy,34652,,,
501246,1,564.0,economy,34652,,,
501247,58,566.0,economy,34652,,,
501248,1,574.0,economy,34652,,,
501249,5,1724.0,economy,34652,,,
501250,2,1769.0,economy,34652,,,
501355,19,2783.0,flex,34969,,,
501356,81,525.0,economy,34969,,,
501357,26,647.0,economy,34969,,,
501358,12,654.0,economy,34969,,,
501359,2,760.0,economy,34969,,,
501360,2,1714.0,economy,34969,,,
501361,2,2226.0,economy,34969,,,
501362,2,2303.0,economy,34969,,,
501363,12,2735.0,economy,34969,,,
501364,19,2783.0,economy,34969,,,
502168,31,2017.0,flex,34780,,,
502169,1,2022.0,flex,34780,,,
502170,1,2030.0,flex,34780,,,
502171,1,2041.0,flex,34780,,,
502172,2,2051.0,flex,34780,,,
502173,1,2053.0,flex,34780,,,
502174,1,3439.0,flex,34780,,,
502175,2,3829.0,flex,34780,,,
502176,1,4689.0,flex,34780,,,
502177,2,196.0,economy,34780,,,
502178,1,207.0,economy,34780,,,
502179,2,301.0,economy,34780,,,
502180,1,308.0,economy,34780,,,
502181,2,315.0,economy,34780,,,
502182,30,316.0,economy,34780,,,
502183,2,355.0,economy,34780,,,
502184,1,357.0,economy,34780,,,
502185,2,364.0,economy,34780,,,
502186,2,381.9,economy,34780,,,
502187,2,395.0,economy,34780,,,
502188,7,512.0,economy,34780,,,
502189,1,515.0,economy,34780,,,
502190,15,633.0,economy,34780,,,
502191,1,809.0,economy,34780,,,
502192,2,1999.0,economy,34780,,,
502193,1,4140.0,economy,34780,,,
502505,15,2485.0,flex,34400,,,
502506,1,2496.0,flex,34400,,,
502507,3,2503.0,flex,34400,,,
502508,1,2511.0,flex,34400,,,
502509,1,2558.0,flex,34400,,,
502510,4,4156.0,flex,34400,,,
502511,1,4209.0,flex,34400,,,
502512,1,352.0,economy,34400,,,
502513,1,381.0,economy,34400,,,
502514,1,393.0,economy,34400,,,
502515,15,411.0,economy,34400,,,
502516,18,426.0,economy,34400,,,
502517,1,436.0,economy,34400,,,
502518,1,469.0,economy,34400,,,
502519,1,476.0,economy,34400,,,
502520,1,494.0,economy,34400,,,
502521,14,498.0,economy,34400,,,
502522,38,516.0,economy,34400,,,
502523,1,542.0,economy,34400,,,
502524,1,567.0,economy,34400,,,
502525,3,668.0,economy,34400,,,
502526,1,941.0,economy,34400,,,
502527,1,2325.0,economy,34400,,,
502528,36,2484.0,economy,34400,,,
502529,24,2485.0,economy,34400,,,
502682,1,2102.0,flex,34931,,,
502683,1,3156.0,flex,34931,,,
502684,2,130.0,economy,34931,,,
502685,1,2014.0,economy,34931,,,
502686,16,2064.0,economy,34931,,,
502687,1,2086.0,economy,34931,,,
502695,2,263.8,flex,34935,,,
502696,38,1914.0,flex,34935,,,
502697,1,1927.0,flex,34935,,,
502698,1,2036.0,flex,34935,,,
502699,6,3081.0,flex,34935,,,
502700,1,3175.0,flex,34935,,,
502701,1,240.0,economy,34935,,,
502702,3,242.0,economy,34935,,,
502703,35,244.0,economy,34935,,,
502704,1,256.0,economy,34935,,,
502705,2,260.0,economy,34935,,,
502706,10,300.0,economy,34935,,,
502707,2,316.0,economy,34935,,,
502708,1,624.0,economy,34935,,,
502709,1,649.0,economy,34935,,,
502710,8,665.0,economy,34935,,,
502711,1,731.0,economy,34935,,,
502712,3,1884.0,economy,34935,,,
502713,1,1886.0,economy,34935,,,
502714,1,1893.0,economy,34935,,,
502715,18,1914.0,economy,34935,,,
502807,23,1914.0,flex,34820,,,
502808,2,3019.0,flex,34820,,,
502809,7,3081.0,flex,34820,,,
502810,1,3210.0,flex,34820,,,
502811,2,242.0,economy,34820,,,
502812,1,243.0,economy,34820,,,
502813,22,244.0,economy,34820,,,
502814,1,250.0,economy,34820,,,
502815,1,257.0,economy,34820,,,
502816,9,300.0,economy,34820,,,
502817,2,316.0,economy,34820,,,
502818,1,359.0,economy,34820,,,
502819,1,640.0,economy,34820,,,
502820,4,665.0,economy,34820,,,
502821,1,731.0,economy,34820,,,
502822,1,1868.0,economy,34820,,,
502823,2,1884.0,economy,34820,,,
502824,1,1904.0,economy,34820,,,
502825,1,1906.0,economy,34820,,,
502826,1,1911.0,economy,34820,,,
502827,24,1914.0,economy,34820,,,
503656,2,410.0,flex,34738,,,
503657,1,2376.0,flex,34738,,,
503658,2,74.0,economy,34738,,,
503659,4,246.5,economy,34738,,,
503660,8,343.1,economy,34738,,,
503661,10,378.0,economy,34738,,,
503662,54,389.0,economy,34738,,,
503663,4,410.0,economy,34738,,,
503664,14,417.0,economy,34738,,,
503665,47,504.0,economy,34738,,,
503666,2,535.0,economy,34738,,,
503667,2,586.0,economy,34738,,,
503668,10,588.0,economy,34738,,,
503669,4,611.0,economy,34738,,,
503670,70,2360.0,economy,34738,,,
503671,1,2376.0,economy,34738,,,
504357,10,2259.0,flex,34968,,,
504358,1,2355.0,flex,34968,,,
504359,13,2698.0,flex,34968,,,
504360,1,2821.0,flex,34968,,,
504361,2,2925.0,flex,34968,,,
504362,1,3900.0,flex,34968,,,
504363,1,23.0,economy,34968,,,
504364,1,330.0,economy,34968,,,
504365,1,370.0,economy,34968,,,
504366,1,383.0,economy,34968,,,
504367,77,385.0,economy,34968,,,
504368,1,427.0,economy,34968,,,
504369,19,503.0,economy,34968,,,
504370,2,571.0,economy,34968,,,
504371,1,616.0,economy,34968,,,
504372,14,784.0,economy,34968,,,
504373,7,789.0,economy,34968,,,
504374,1,856.0,economy,34968,,,
504375,1,918.0,economy,34968,,,
504376,1,1707.0,economy,34968,,,
504377,61,2250.0,economy,34968,,,
504378,6,2259.0,economy,34968,,,
504379,1,2275.0,economy,34968,,,
504380,1,2377.0,economy,34968,,,
504381,2,2550.0,economy,34968,,,
504521,31,2107.0,flex,34632,,,
504522,1,2161.0,flex,34632,,,
504523,5,3682.0,flex,34632,,,
504524,2,5824.0,flex,34632,,,
504525,1,295.0,economy,34632,,,
504526,1,310.0,economy,34632,,,
504527,2,353.0,economy,34632,,,
504528,49,362.0,economy,34632,,,
504529,12,391.0,economy,34632,,,
504530,1,393.0,economy,34632,,,
504531,2,434.0,economy,34632,,,
504532,1,452.0,economy,34632,,,
504533,30,489.0,economy,34632,,,
504534,1,1102.0,economy,34632,,,
504535,1,1171.0,economy,34632,,,
504536,1,1328.0,economy,34632,,,
504537,1,1474.0,economy,34632,,,
504538,1,1589.0,economy,34632,,,
504539,1,1593.0,economy,34632,,,
504540,1,1597.0,economy,34632,,,
504541,1,1620.0,economy,34632,,,
504542,1,1908.0,economy,34632,,,
504543,1,1973.0,economy,34632,,,
504544,2,2006.0,economy,34632,,,
504545,60,2107.0,economy,34632,,,
504546,1,2498.0,economy,34632,,,
504547,1,2829.0,economy,34632,,,
504548,1,3738.0,economy,34632,,,
504549,1,3793.0,economy,34632,,,
504550,1,5772.0,economy,34632,,,
504606,12,2724.0,flex,34139,,,
504607,2,4716.0,flex,34139,,,
504608,2,4927.0,flex,34139,,,
504609,2,20.0,economy,34139,,,
504610,2,409.0,economy,34139,,,
504611,45,421.0,economy,34139,,,
504612,4,607.0,economy,34139,,,
504613,2,722.9,economy,34139,,,
504614,2,738.0,economy,34139,,,
504615,41,770.0,economy,34139,,,
504616,2,794.0,economy,34139,,,
504617,2,828.0,economy,34139,,,
504618,24,847.0,economy,34139,,,
504619,10,892.0,economy,34139,,,
504620,4,1039.8,economy,34139,,,
504621,2,1518.0,economy,34139,,,
504622,2,1820.0,economy,34139,,,
504623,2,2611.0,economy,34139,,,
504624,2,2690.0,economy,34139,,,
504625,63,2724.0,economy,34139,,,
504717,15,1984.0,flex,34683,,,
504718,2,104.0,economy,34683,,,
504719,14,296.0,economy,34683,,,
504720,48,321.0,economy,34683,,,
504721,35,365.0,economy,34683,,,
504722,2,382.0,economy,34683,,,
504723,48,464.0,economy,34683,,,
504724,15,1984.0,economy,34683,,,
504747,97,173.0,flex,33923,,,
504748,6,122.3,economy,33923,,,
504749,9,125.0,economy,33923,,,
504820,37,48.0,economy,34904,,,
504821,70,77.0,economy,34904,,,
504822,16,117.0,economy,34904,,,
505321,7,85.0,economy,34832,,,
505322,10,91.0,economy,34832,,,
505323,12,91.8,economy,34832,,,
505324,6,94.0,economy,34832,,,
505325,9,100.0,economy,34832,,,
505326,12,110.0,economy,34832,,,
505327,4,111.7,economy,34832,,,
505328,3,112.0,economy,34832,,,
505329,7,139.0,economy,34832,,,
505330,3,147.0,economy,34832,,,
505331,6,148.0,economy,34832,,,
505332,8,150.0,economy,34832,,,
505333,3,160.0,economy,34832,,,
505334,1,204.0,economy,34832,,,
505335,3,215.2,economy,34832,,,
505336,1,329.0,economy,34832,,,
505337,8,354.0,economy,34832,,,
505338,1,415.0,economy,34832,,,
505339,12,440.0,economy,34832,,,
505340,2,468.0,economy,34832,,,
505341,16,469.0,economy,34832,,,
505342,9,502.0,economy,34832,,,
505343,1,507.0,economy,34832,,,
508951,16,1616.0,flex,34777,,,
508952,2,2540.0,flex,34777,,,
508953,1,2541.0,flex,34777,,,
508954,3,2547.0,flex,34777,,,
508955,3,2574.0,flex,34777,,,
508956,1,230.5,economy,34777,,,
508957,1,252.0,economy,34777,,,
508958,14,262.0,economy,34777,,,
508959,7,266.0,economy,34777,,,
508960,14,271.0,economy,34777,,,
508961,2,284.0,economy,34777,,,
508962,1,290.0,economy,34777,,,
508963,8,304.0,economy,34777,,,
508964,1,329.0,economy,34777,,,
508965,17,340.0,economy,34777,,,
508966,1,560.0,economy,34777,,,
508967,8,572.0,economy,34777,,,
508968,3,592.0,economy,34777,,,
508969,10,1611.0,economy,34777,,,
508970,6,1615.0,economy,34777,,,
508971,19,1616.0,economy,34777,,,
508972,1,1982.0,economy,34777,,,
508973,1,2547.0,economy,34777,,,
509104,3,1757.0,flex,34425,,,
509105,15,1759.0,flex,34425,,,
509106,6,1808.0,flex,34425,,,
509107,3,340.0,economy,34425,,,
509108,25,359.0,economy,34425,,,
509109,2,361.0,economy,34425,,,
509110,45,364.0,economy,34425,,,
509111,21,366.0,economy,34425,,,
509112,59,368.0,economy,34425,,,
509113,2,390.0,economy,34425,,,
509114,24,396.0,economy,34425,,,
509115,1,399.0,economy,34425,,,
509116,3,435.0,economy,34425,,,
509117,3,458.0,economy,34425,,,
509118,13,543.0,economy,34425,,,
509119,13,559.0,economy,34425,,,
509120,1,564.0,economy,34425,,,
509121,2,599.0,economy,34425,,,
509122,18,1633.0,economy,34425,,,
509123,12,1636.0,economy,34425,,,
509124,3,1637.0,economy,34425,,,
509125,11,1642.0,economy,34425,,,
509348,6,1481.0,flex,34678,,,
509349,6,1777.0,flex,34678,,,
509350,14,263.0,economy,34678,,,
509351,1,267.0,economy,34678,,,
509352,66,268.0,economy,34678,,,
509353,3,306.0,economy,34678,,,
509354,17,316.0,economy,34678,,,
509355,1,433.9,economy,34678,,,
509356,1,435.0,economy,34678,,,
509357,10,834.0,economy,34678,,,
509358,1,836.0,economy,34678,,,
509359,1,1629.0,economy,34678,,,
509360,83,1650.0,economy,34678,,,
509361,1,1850.0,economy,34678,,,
509398,14,1565.0,flex,34396,,,
509399,1,1597.0,flex,34396,,,
509400,1,2389.0,flex,34396,,,
509401,1,209.0,economy,34396,,,
509402,42,213.0,economy,34396,,,
509403,7,217.0,economy,34396,,,
509404,1,220.0,economy,34396,,,
509405,1,225.0,economy,34396,,,
509406,3,332.0,economy,34396,,,
509407,7,333.0,economy,34396,,,
509408,1,438.0,economy,34396,,,
509409,11,441.0,economy,34396,,,
509410,1,454.2,economy,34396,,,
509411,2,1561.0,economy,34396,,,
509412,3,1606.0,economy,34396,,,
509753,1,4536.0,flex,33774,,,
509754,2,374.1,economy,33774,,,
509755,34,548.0,economy,33774,,,
509756,40,555.0,economy,33774,,,
509757,6,569.0,economy,33774,,,
509758,31,656.0,economy,33774,,,
509759,52,661.0,economy,33774,,,
509760,20,2258.0,economy,33774,,,
509761,34,2293.0,economy,33774,,,
509762,2,4100.0,economy,33774,,,
509763,1,4536.0,economy,33774,,,
509861,21,2609.0,flex,33908,,,
509862,12,2622.0,flex,33908,,,
509863,1,2652.0,flex,33908,,,
509864,1,2719.0,flex,33908,,,
509865,1,3367.0,flex,33908,,,
509866,5,3370.0,flex,33908,,,
509867,1,460.0,economy,33908,,,
509868,12,524.0,economy,33908,,,
509869,28,531.0,economy,33908,,,
509870,15,535.0,economy,33908,,,
509871,21,536.0,economy,33908,,,
509872,2,703.0,economy,33908,,,
509873,5,732.0,economy,33908,,,
509874,1,780.0,economy,33908,,,
509875,4,785.0,economy,33908,,,
509876,3,804.0,economy,33908,,,
509877,6,809.0,economy,33908,,,
509878,1,830.0,economy,33908,,,
509879,5,834.0,economy,33908,,,
509880,5,836.0,economy,33908,,,
509881,1,848.0,economy,33908,,,
509882,2,2543.0,economy,33908,,,
509883,15,2546.0,economy,33908,,,
509884,1,2590.0,economy,33908,,,
509885,1,2593.0,economy,33908,,,
509886,3,2596.0,economy,33908,,,
509887,4,2609.0,economy,33908,,,
510007,1,736.0,flex,34316,,,
510008,5,1210.0,flex,34316,,,
510009,11,1217.0,flex,34316,,,
510010,4,1654.0,flex,34316,,,
510011,2,2050.0,flex,34316,,,
510012,1,2757.0,flex,34316,,,
510013,1,203.0,economy,34316,,,
510014,9,216.0,economy,34316,,,
510015,2,218.0,economy,34316,,,
510016,1,271.7,economy,34316,,,
510017,1,284.0,economy,34316,,,
510018,12,287.0,economy,34316,,,
510019,1,296.0,economy,34316,,,
510020,68,298.0,economy,34316,,,
510021,1,300.0,economy,34316,,,
510022,25,308.0,economy,34316,,,
510023,7,309.7,economy,34316,,,
510024,1,326.0,economy,34316,,,
510025,1,330.8,economy,34316,,,
510026,1,385.6,economy,34316,,,
510027,2,555.0,economy,34316,,,
510028,1,591.0,economy,34316,,,
510029,4,618.0,economy,34316,,,
510422,1,1234.9,flex,34198,,,
510423,1,1481.0,flex,34198,,,
510424,27,220.0,economy,34198,,,
510425,1,453.5,economy,34198,,,
510426,1,673.3,economy,34198,,,
510624,4,2583.0,flex,33743,,,
510625,2,2599.0,flex,33743,,,
510626,12,2616.0,flex,33743,,,
510627,1,2650.0,flex,33743,,,
510628,1,2674.0,flex,33743,,,
510629,1,3142.0,flex,33743,,,
510630,6,3147.0,flex,33743,,,
510631,1,3177.0,flex,33743,,,
510632,10,457.0,economy,33743,,,
510633,1,470.0,economy,33743,,,
510634,4,506.0,economy,33743,,,
510635,5,533.0,economy,33743,,,
510636,1,543.0,economy,33743,,,
510637,7,577.0,economy,33743,,,
510638,6,578.0,economy,33743,,,
510639,2,607.0,economy,33743,,,
510640,1,670.0,economy,33743,,,
510641,1,675.0,economy,33743,,,
510642,45,679.0,economy,33743,,,
510643,28,689.0,economy,33743,,,
510644,1,700.0,economy,33743,,,
510645,1,741.0,economy,33743,,,
510646,1,2479.0,economy,33743,,,
510647,1,2569.0,economy,33743,,,
510648,1,2575.0,economy,33743,,,
510649,34,2578.0,economy,33743,,,
510766,1,2616.0,flex,33759,,,
510767,3,679.0,economy,33759,,,
510768,2,689.0,economy,33759,,,
510769,4,2578.0,economy,33759,,,
510955,1,206.9,flex,34209,,,
510956,1,201.0,economy,34209,,,
510957,2,281.8,economy,34209,,,
510958,1,870.2,economy,34209,,,
511414,4,2329.0,flex,33729,,,
511415,17,2339.0,flex,33729,,,
511416,7,2343.0,flex,33729,,,
511417,3,2347.0,flex,33729,,,
511418,2,2364.0,flex,33729,,,
511419,3,3023.0,flex,33729,,,
511420,1,3051.0,flex,33729,,,
511421,1,3059.0,flex,33729,,,
511422,1,3146.0,flex,33729,,,
511423,10,3154.0,flex,33729,,,
511424,1,3182.0,flex,33729,,,
511425,4,3287.0,flex,33729,,,
511426,1,3311.0,flex,33729,,,
511427,1,3323.0,flex,33729,,,
511428,1,398.0,economy,33729,,,
511429,9,409.0,economy,33729,,,
511430,5,413.0,economy,33729,,,
511431,36,414.0,economy,33729,,,
511432,13,415.0,economy,33729,,,
511433,8,520.0,economy,33729,,,
511434,2,560.0,economy,33729,,,
511435,1,576.0,economy,33729,,,
511436,4,580.0,economy,33729,,,
511437,1,598.0,economy,33729,,,
511438,14,734.0,economy,33729,,,
511439,1,735.0,economy,33729,,,
511440,2,738.0,economy,33729,,,
511441,6,740.0,economy,33729,,,
511442,1,748.0,economy,33729,,,
511443,3,754.0,economy,33729,,,
511444,19,771.0,economy,33729,,,
511445,2,772.0,economy,33729,,,
511446,1,776.0,economy,33729,,,
511447,6,2281.0,economy,33729,,,
511448,69,2300.0,economy,33729,,,
511449,2,2303.0,economy,33729,,,
511450,1,2338.0,flex,33734,,,
511451,8,2339.0,flex,33734,,,
511452,3,2347.0,flex,33734,,,
511453,2,2366.0,flex,33734,,,
511454,1,3023.0,flex,33734,,,
511455,1,3051.0,flex,33734,,,
511456,1,3059.0,flex,33734,,,
511457,10,3154.0,flex,33734,,,
511458,2,3168.0,flex,33734,,,
511459,1,3323.0,flex,33734,,,
511460,1,405.0,economy,33734,,,
511461,7,409.0,economy,33734,,,
511462,4,413.0,economy,33734,,,
511463,40,414.0,economy,33734,,,
511464,11,415.0,economy,33734,,,
511465,3,520.0,economy,33734,,,
511466,4,560.0,economy,33734,,,
511467,4,580.0,economy,33734,,,
511468,1,598.0,economy,33734,,,
511469,1,630.0,economy,33734,,,
511470,1,650.0,economy,33734,,,
511471,7,734.0,economy,33734,,,
511472,2,738.0,economy,33734,,,
511473,2,740.0,economy,33734,,,
511474,1,748.0,economy,33734,,,
511475,2,754.0,economy,33734,,,
511476,27,771.0,economy,33734,,,
511477,3,772.0,economy,33734,,,
511478,1,2225.0,economy,33734,,,
511479,5,2281.0,economy,33734,,,
511480,2,2284.0,economy,33734,,,
511481,62,2300.0,economy,33734,,,
511482,1,2303.0,economy,33734,,,
515472,9,357.0,flex,34954,,,
515473,218,357.0,economy,34954,,,
518294,3,426.0,flex,34907,,,
518295,4,217.0,economy,34907,,,
518296,81,255.0,economy,34907,,,
518297,48,413.0,economy,34907,,,
518298,80,416.0,economy,34907,,,
518299,3,426.0,economy,34907,,,
518306,1,525.0,flex,34267,,,
518307,2,1809.0,flex,34267,,,
518308,1,1830.0,flex,34267,,,
518309,5,1832.0,flex,34267,,,
518310,3,1859.0,flex,34267,,,
518311,1,351.0,economy,34267,,,
518312,1,383.0,economy,34267,,,
518313,2,454.0,economy,34267,,,
518314,56,455.0,economy,34267,,,
518315,4,463.0,economy,34267,,,
518316,4,466.0,economy,34267,,,
518317,3,471.0,economy,34267,,,
518318,1,475.0,economy,34267,,,
518319,3,477.0,economy,34267,,,
518320,4,479.0,economy,34267,,,
518321,11,525.0,economy,34267,,,
518379,1,478.0,economy,34469,,,
518435,2,282.0,economy,34083,,,
518436,68,322.0,economy,34083,,,
518437,2,326.0,economy,34083,,,
518438,46,338.0,economy,34083,,,
518439,4,362.0,economy,34083,,,
518440,6,381.0,economy,34083,,,
518441,18,428.0,economy,34083,,,
518442,82,442.0,economy,34083,,,
518468,2,246.0,flex,34526,,,
518469,1,290.0,flex,34526,,,
518470,1,1403.0,flex,34526,,,
518471,1,1600.0,flex,34526,,,
518472,1,181.0,economy,34526,,,
518473,16,191.0,economy,34526,,,
518474,3,195.0,economy,34526,,,
518475,25,196.0,economy,34526,,,
518476,60,198.0,economy,34526,,,
518477,4,199.0,economy,34526,,,
518478,12,202.0,economy,34526,,,
518479,2,204.0,economy,34526,,,
519846,2,350.0,flex,34701,,,
519847,4,351.0,flex,34701,,,
519848,2,361.0,flex,34701,,,
519849,6,620.0,flex,34701,,,
519850,2,627.0,flex,34701,,,
519851,2,147.0,economy,34701,,,
519852,2,162.0,economy,34701,,,
519853,2,200.0,economy,34701,,,
519854,3,208.0,economy,34701,,,
519855,17,213.0,economy,34701,,,
519856,29,269.0,economy,34701,,,
519857,5,273.0,economy,34701,,,
519858,13,274.0,economy,34701,,,
519859,4,275.0,economy,34701,,,
519860,7,322.0,economy,34701,,,
519861,15,350.0,economy,34701,,,
519862,2,367.0,economy,34701,,,
523213,263,310.8,economy,33931,,,
524447,75,163.0,economy,34135,,,
524448,33,231.0,economy,34135,,,
524449,70,397.0,economy,34135,,,
524450,1,501.0,economy,34135,,,
527048,68,154.0,economy,34136,,,
527049,8,166.0,economy,34136,,,
527050,40,177.0,economy,34136,,,
527051,40,212.0,economy,34136,,,
527052,22,409.0,economy,34136,,,
527324,274,471.0,economy,33967,,,
528850,1,225.0,flex,34319,,,
528851,9,237.0,flex,34319,,,
528852,2,253.0,flex,34319,,,
528853,1,265.0,flex,34319,,,
528854,34,172.0,economy,34319,,,
528855,4,183.0,economy,34319,,,
528856,8,189.0,economy,34319,,,
528857,11,199.0,economy,34319,,,
528858,1,206.0,economy,34319,,,
528859,1,218.0,economy,34319,,,
528860,1,221.0,economy,34319,,,
528861,2,610.0,economy,34319,,,
528862,1,984.0,economy,34319,,,
528942,4,1468.0,flex,34393,,,
528943,1,169.0,economy,34393,,,
528944,167,176.0,economy,34393,,,
528945,1,193.0,economy,34393,,,
528946,20,203.0,economy,34393,,,
528947,1,217.0,economy,34393,,,
528948,3,231.0,economy,34393,,,
528949,1,294.0,economy,34393,,,
528950,2,584.0,economy,34393,,,
528991,12,201.0,economy,34005,,,
528992,21,228.0,economy,34005,,,
528993,30,237.0,economy,34005,,,
