nid,pax,avg_fare,ticket_type,leg1,leg2,leg3,leg4
407751,2,412.0,flex,34224,,,
407752,10,1640.0,flex,34224,,,
407753,2,1668.0,flex,34224,,,
407754,5,1963.0,flex,34224,,,
407755,6,199.0,economy,34224,,,
407756,14,257.0,economy,34224,,,
407757,13,270.0,economy,34224,,,
407758,5,281.0,economy,34224,,,
407759,15,289.0,economy,34224,,,
407760,29,299.0,economy,34224,,,
407761,47,317.0,economy,34224,,,
407762,2,333.0,economy,34224,,,
407763,6,337.0,economy,34224,,,
407764,8,357.0,economy,34224,,,
407765,11,412.0,economy,34224,,,
407779,22,2617.0,flex,34653,,,
407780,1,3638.0,flex,34653,,,
407781,1,372.0,economy,34653,,,
407782,1,385.0,economy,34653,,,
407783,7,388.0,economy,34653,,,
407784,1,402.0,economy,34653,,,
407785,1,421.0,economy,34653,,,
407786,107,431.0,economy,34653,,,
407787,4,464.0,economy,34653,,,
407788,3,675.0,economy,34653,,,
407789,1,729.0,economy,34653,,,
407790,3,807.0,economy,34653,,,
407791,19,816.0,economy,34653,,,
407792,1,817.0,economy,34653,,,
407793,1,939.0,economy,34653,,,
407794,21,999.0,economy,34653,,,
407795,1,1190.0,economy,34653,,,
407796,1,1259.0,economy,34653,,,
407797,1,1435.0,economy,34653,,,
407798,2,2607.0,economy,34653,,,
407799,16,2617.0,economy,34653,,,
407800,1,3648.0,economy,34653,,,
407863,2,605.0,flex,34800,,,
407864,14,2113.0,flex,34800,,,
407865,17,287.0,economy,34800,,,
407866,41,419.0,economy,34800,,,
407867,25,428.0,economy,34800,,,
407868,20,515.0,economy,34800,,,
407869,18,561.0,economy,34800,,,
407870,9,605.0,economy,34800,,,
407883,10,653.0,flex,34782,,,
407884,5,2040.0,flex,34782,,,
407885,5,2582.0,flex,34782,,,
407886,2,416.0,economy,34782,,,
407887,2,457.0,economy,34782,,,
407888,3,490.0,economy,34782,,,
407889,19,514.0,economy,34782,,,
407890,70,517.0,economy,34782,,,
407891,27,563.0,economy,34782,,,
407892,5,648.0,economy,34782,,,
407893,34,653.0,economy,34782,,,
407894,1,1446.8,economy,34782,,,
407907,1,1918.0,flex,34718,,,
407908,3,1922.0,flex,34718,,,
407909,1,1942.0,flex,34718,,,
407910,4,1964.0,flex,34718,,,
407911,1,1975.0,flex,34718,,,
407912,2,3002.0,flex,34718,,,
407913,5,3025.0,flex,34718,,,
407914,1,3243.0,flex,34718,,,
407915,2,212.0,economy,34718,,,
407916,1,237.0,economy,34718,,,
407917,1,239.0,economy,34718,,,
407918,1,244.0,economy,34718,,,
407919,10,245.0,economy,34718,,,
407920,2,247.0,economy,34718,,,
407921,1,248.0,economy,34718,,,
407922,102,249.0,economy,34718,,,
407923,2,253.0,economy,34718,,,
407924,3,254.0,economy,34718,,,
407925,5,257.0,economy,34718,,,
407926,1,258.0,economy,34718,,,
407927,1,259.0,economy,34718,,,
407928,3,260.0,economy,34718,,,
407929,1,261.0,economy,34718,,,
407930,1,265.0,economy,34718,,,
407931,1,266.0,economy,34718,,,
407932,1,268.0,economy,34718,,,
407933,3,281.0,economy,34718,,,
407934,1,284.0,economy,34718,,,
407935,25,321.0,economy,34718,,,
407936,1,414.0,economy,34718,,,
407937,1,625.0,economy,34718,,,
407938,1,640.0,economy,34718,,,
407939,1,677.0,economy,34718,,,
407940,7,682.0,economy,34718,,,
407941,1,684.0,economy,34718,,,
407942,1,1775.0,economy,34718,,,
407943,1,1853.0,economy,34718,,,
407944,3,1858.0,economy,34718,,,
407945,7,1892.0,economy,34718,,,
407946,1,1911.0,economy,34718,,,
407947,40,1912.0,economy,34718,,,
408089,2,1485.0,flex,34953,,,
408090,31,222.0,economy,34953,,,
408091,1,239.0,economy,34953,,,
408092,1,268.0,economy,34953,,,
408093,31,286.0,economy,34953,,,
408094,1,1320.0,economy,34953,,,
408095,1,1450.0,economy,34953,,,
408096,21,1485.0,economy,34953,,,
408097,18,1540.0,economy,34953,,,
408101,1,375.0,flex,34436,,,
408102,3,394.0,flex,34436,,,
408103,1,1507.0,flex,34436,,,
408104,3,1562.0,flex,34436,,,
408105,4,1590.0,flex,34436,,,
408106,2,1636.0,flex,34436,,,
408107,1,1691.0,flex,34436,,,
408108,2,1989.0,flex,34436,,,
408109,13,241.0,economy,34436,,,
408110,3,242.0,economy,34436,,,
408111,1,247.0,economy,34436,,,
408112,1,266.0,economy,34436,,,
408113,1,268.0,economy,34436,,,
408114,18,271.0,economy,34436,,,
408115,7,303.0,economy,34436,,,
408116,3,307.0,economy,34436,,,
408117,4,309.0,economy,34436,,,
408118,39,325.0,economy,34436,,,
408119,24,329.0,economy,34436,,,
408120,1,334.0,economy,34436,,,
408121,4,337.0,economy,34436,,,
408122,4,339.0,economy,34436,,,
408123,4,344.0,economy,34436,,,
408124,1,353.0,economy,34436,,,
408125,2,361.0,economy,34436,,,
408126,3,364.0,economy,34436,,,
408135,1,1498.0,flex,34971,,,
408136,5,1507.0,flex,34971,,,
408137,3,1529.0,flex,34971,,,
408138,2,1752.0,flex,34971,,,
408139,6,2014.0,flex,34971,,,
408140,2,2083.0,flex,34971,,,
408141,1,221.0,economy,34971,,,
408142,13,225.0,economy,34971,,,
408143,4,228.0,economy,34971,,,
408144,2,239.0,economy,34971,,,
408145,2,276.0,economy,34971,,,
408146,1,287.0,economy,34971,,,
408147,5,290.0,economy,34971,,,
408148,12,294.0,economy,34971,,,
408149,5,300.0,economy,34971,,,
408150,8,314.0,economy,34971,,,
408151,5,315.0,economy,34971,,,
408152,5,321.0,economy,34971,,,
408153,1,322.0,economy,34971,,,
408154,1,328.0,economy,34971,,,
408155,1,342.0,economy,34971,,,
408156,1,349.0,economy,34971,,,
408157,3,351.0,economy,34971,,,
408158,1,356.0,economy,34971,,,
408159,36,387.0,economy,34971,,,
408160,1,1367.0,economy,34971,,,
408180,4,1647.0,flex,34404,,,
408181,6,1658.0,flex,34404,,,
408182,1,1726.0,flex,34404,,,
408183,2,2640.0,flex,34404,,,
408184,1,182.0,economy,34404,,,
408185,65,238.0,economy,34404,,,
408186,1,254.0,economy,34404,,,
408187,1,301.0,economy,34404,,,
408188,41,322.0,economy,34404,,,
408189,4,325.0,economy,34404,,,
408190,1,328.0,economy,34404,,,
408191,11,331.0,economy,34404,,,
408192,6,342.0,economy,34404,,,
408193,2,344.0,economy,34404,,,
408194,1,347.0,economy,34404,,,
408195,5,405.0,economy,34404,,,
408196,1,1607.0,economy,34404,,,
408225,7,1522.0,flex,34740,,,
408226,2,1591.0,flex,34740,,,
408227,1,1600.0,flex,34740,,,
408228,2,1642.0,flex,34740,,,
408229,2,1673.0,flex,34740,,,
408230,1,191.0,economy,34740,,,
408231,3,226.2,economy,34740,,,
408232,1,276.0,economy,34740,,,
408233,2,288.0,economy,34740,,,
408234,2,305.0,economy,34740,,,
408235,5,307.0,economy,34740,,,
408236,93,309.0,economy,34740,,,
408237,2,321.0,economy,34740,,,
408238,1,322.0,economy,34740,,,
408239,1,327.0,economy,34740,,,
408240,1,337.0,economy,34740,,,
408241,3,340.0,economy,34740,,,
408242,1,347.0,economy,34740,,,
408243,15,677.0,economy,34740,,,
408244,3,1319.0,economy,34740,,,
408245,3,1348.0,economy,34740,,,
408250,7,334.0,flex,34303,,,
408251,2,894.0,flex,34303,,,
408252,1,1673.0,flex,34303,,,
408253,1,212.0,economy,34303,,,
408254,1,250.0,economy,34303,,,
408255,1,271.0,economy,34303,,,
408256,6,281.0,economy,34303,,,
408257,2,290.0,economy,34303,,,
408258,1,292.0,economy,34303,,,
408259,6,299.0,economy,34303,,,
408260,118,310.0,economy,34303,,,
408271,2,1694.0,flex,34688,,,
408272,6,1728.0,flex,34688,,,
408273,1,1745.0,flex,34688,,,
408274,32,261.0,economy,34688,,,
408275,9,263.0,economy,34688,,,
408276,1,266.0,economy,34688,,,
408277,1,267.0,economy,34688,,,
408278,1,272.0,economy,34688,,,
408279,45,274.0,economy,34688,,,
408280,1,280.0,economy,34688,,,
408281,1,293.0,economy,34688,,,
408282,6,307.0,economy,34688,,,
408283,1,312.0,economy,34688,,,
408284,2,315.0,economy,34688,,,
408285,1,337.0,economy,34688,,,
408286,1,362.0,economy,34688,,,
408287,20,1619.0,economy,34688,,,
408375,16,1950.0,flex,34783,,,
408376,1,1952.0,flex,34783,,,
408377,4,1982.0,flex,34783,,,
408378,1,2031.0,flex,34783,,,
408379,2,283.0,economy,34783,,,
408380,1,286.0,economy,34783,,,
408381,1,290.0,economy,34783,,,
408382,1,291.0,economy,34783,,,
408383,2,294.0,economy,34783,,,
408384,1,298.0,economy,34783,,,
408385,2,300.0,economy,34783,,,
408386,56,302.0,economy,34783,,,
408387,3,304.0,economy,34783,,,
408388,9,318.0,economy,34783,,,
408389,13,557.0,economy,34783,,,
408390,14,648.0,economy,34783,,,
408391,1,651.0,economy,34783,,,
408392,1,660.0,economy,34783,,,
408393,6,1950.0,economy,34783,,,
408501,120,353.0,economy,34776,,,
408502,42,1321.0,economy,34776,,,
408503,1,1480.0,flex,34690,,,
408504,2,1558.0,flex,34690,,,
408505,8,1572.0,flex,34690,,,
408506,2,1606.0,flex,34690,,,
408507,2,341.0,economy,34690,,,
408508,2,342.0,economy,34690,,,
408509,4,359.0,economy,34690,,,
408510,1,366.0,economy,34690,,,
408511,14,368.0,economy,34690,,,
408512,18,377.0,economy,34690,,,
408513,2,384.0,economy,34690,,,
408514,3,387.0,economy,34690,,,
408515,6,388.0,economy,34690,,,
408516,2,407.0,economy,34690,,,
408517,14,424.0,economy,34690,,,
408518,1,425.0,economy,34690,,,
408519,5,437.0,economy,34690,,,
408520,5,440.0,economy,34690,,,
408521,7,442.0,economy,34690,,,
408522,19,451.0,economy,34690,,,
408523,3,452.0,economy,34690,,,
408524,16,456.0,economy,34690,,,
408525,2,462.0,economy,34690,,,
408526,2,501.0,economy,34690,,,
408527,2,522.0,economy,34690,,,
408528,4,1480.0,economy,34690,,,
408538,2,407.3,flex,34719,,,
408539,1,455.0,flex,34719,,,
408540,1,1497.0,flex,34719,,,
408541,1,1671.0,flex,34719,,,
408542,1,1697.0,flex,34719,,,
408543,4,1871.0,flex,34719,,,
408544,5,1873.0,flex,34719,,,
408545,3,292.4,economy,34719,,,
408546,33,361.0,economy,34719,,,
408547,1,363.0,economy,34719,,,
408548,15,392.0,economy,34719,,,
408549,4,393.0,economy,34719,,,
408550,46,402.0,economy,34719,,,
408551,18,407.3,economy,34719,,,
408552,2,413.0,economy,34719,,,
408553,2,419.0,economy,34719,,,
408568,1,430.8,flex,33865,,,
408569,1,552.0,flex,33865,,,
408570,1,1222.0,flex,33865,,,
408571,13,1312.0,flex,33865,,,
408572,1,1485.0,flex,33865,,,
408573,1,1613.2,flex,33865,,,
408574,1,267.0,economy,33865,,,
408575,2,282.0,economy,33865,,,
408576,1,287.3,economy,33865,,,
408577,9,315.6,economy,33865,,,
408578,108,359.0,economy,33865,,,
408579,1,1613.2,economy,33865,,,
408581,9,236.0,economy,34160,,,
408582,19,249.0,economy,34160,,,
408583,37,261.2,economy,34160,,,
408584,1,282.0,economy,34160,,,
408585,37,313.0,economy,34160,,,
408586,4,316.0,economy,34160,,,
408587,2,328.0,economy,34160,,,
408588,3,365.0,economy,34160,,,
408589,5,1390.0,economy,34160,,,
408590,8,1802.0,economy,34160,,,
408606,26,2259.0,flex,34655,,,
408607,1,2311.0,flex,34655,,,
408608,1,2821.0,flex,34655,,,
408609,1,370.0,economy,34655,,,
408610,1,383.0,economy,34655,,,
408611,97,385.0,economy,34655,,,
408612,1,394.0,economy,34655,,,
408613,1,409.0,economy,34655,,,
408614,5,571.0,economy,34655,,,
408615,1,616.0,economy,34655,,,
408616,25,789.0,economy,34655,,,
408617,2,847.0,economy,34655,,,
408618,1,918.0,economy,34655,,,
408619,1,2251.0,economy,34655,,,
408620,1,2254.0,economy,34655,,,
408621,12,2259.0,economy,34655,,,
408734,2,1847.0,flex,34802,,,
408735,1,236.3,economy,34802,,,
408736,73,334.0,economy,34802,,,
408737,4,352.0,economy,34802,,,
408738,2,378.0,economy,34802,,,
408739,2,421.0,economy,34802,,,
408740,37,476.0,economy,34802,,,
408741,1,493.0,economy,34802,,,
408742,7,530.0,economy,34802,,,
408743,1,588.0,economy,34802,,,
408744,2,1838.0,economy,34802,,,
408745,4,1847.0,economy,34802,,,
408750,10,281.0,economy,34650,,,
408751,1,321.0,economy,34650,,,
408752,92,393.0,economy,34650,,,
408753,1,419.0,economy,34650,,,
408754,7,433.0,economy,34650,,,
408755,1,921.1,economy,34650,,,
408756,2,1408.0,economy,34650,,,
408757,21,1537.0,economy,34650,,,
408761,17,2124.0,flex,34684,,,
408762,1,2168.0,flex,34684,,,
408763,1,2205.0,flex,34684,,,
408764,12,281.0,economy,34684,,,
408765,1,313.0,economy,34684,,,
408766,1,347.0,economy,34684,,,
408767,2,372.0,economy,34684,,,
408768,1,383.0,economy,34684,,,
408769,3,384.0,economy,34684,,,
408770,1,399.0,economy,34684,,,
408771,1,404.0,economy,34684,,,
408772,1,429.0,economy,34684,,,
408773,81,430.0,economy,34684,,,
408774,1,431.0,economy,34684,,,
408775,7,448.0,economy,34684,,,
408776,3,461.0,economy,34684,,,
408777,1,2076.0,economy,34684,,,
408778,1,2089.0,economy,34684,,,
408779,25,2124.0,economy,34684,,,
409165,179,234.9,economy,34872,,,
409173,179,232.3,economy,34596,,,
409176,192,202.9,economy,34595,,,
409179,125,215.5,economy,34727,,,
409180,127,125.0,economy,34627,,,
409242,15,2005.0,flex,34225,,,
409243,1,366.6,economy,34225,,,
409244,3,389.0,economy,34225,,,
409245,9,446.7,economy,34225,,,
409246,21,481.0,economy,34225,,,
409247,2,482.0,economy,34225,,,
409248,6,505.0,economy,34225,,,
409249,77,536.0,economy,34225,,,
409250,9,545.0,economy,34225,,,
409251,1,550.0,economy,34225,,,
409252,1,575.0,economy,34225,,,
409253,2,715.0,economy,34225,,,
409254,1,816.0,economy,34225,,,
409255,2,2005.0,economy,34225,,,
409306,2,454.0,flex,34898,,,
409307,2,458.0,flex,34898,,,
409308,2,492.0,flex,34898,,,
409309,12,1778.0,flex,34898,,,
409310,1,1841.0,flex,34898,,,
409311,1,1902.0,flex,34898,,,
409312,3,2109.0,flex,34898,,,
409313,3,286.0,economy,34898,,,
409314,61,301.0,economy,34898,,,
409315,23,305.0,economy,34898,,,
409316,3,356.0,economy,34898,,,
409317,4,388.0,economy,34898,,,
409318,1,415.0,economy,34898,,,
409319,81,454.0,economy,34898,,,
409514,26,1877.0,flex,34157,,,
409515,2,266.0,economy,34157,,,
409516,35,294.0,economy,34157,,,
409517,63,299.0,economy,34157,,,
409518,4,369.0,economy,34157,,,
409519,1,370.0,economy,34157,,,
409520,119,425.0,economy,34157,,,
409521,2,463.0,economy,34157,,,
409522,19,1877.0,economy,34157,,,
409564,36,2074.0,flex,34772,,,
409565,2,339.0,economy,34772,,,
409566,19,341.0,economy,34772,,,
409567,1,352.0,economy,34772,,,
409568,16,357.0,economy,34772,,,
409569,1,361.0,economy,34772,,,
409570,1,376.0,economy,34772,,,
409571,50,401.0,economy,34772,,,
409572,1,406.0,economy,34772,,,
409573,57,421.0,economy,34772,,,
409574,1,2014.0,economy,34772,,,
409575,1,2047.0,economy,34772,,,
409576,11,2059.0,economy,34772,,,
409577,4,2074.0,economy,34772,,,
409664,5,404.0,flex,34875,,,
409665,11,411.0,flex,34875,,,
409666,4,1431.0,flex,34875,,,
409667,22,1458.0,flex,34875,,,
409668,1,254.0,economy,34875,,,
409669,1,331.0,economy,34875,,,
409670,14,356.0,economy,34875,,,
409671,70,359.0,economy,34875,,,
409672,54,404.0,economy,34875,,,
409673,15,411.0,economy,34875,,,
409674,1,590.0,economy,34875,,,
409677,15,1987.0,flex,34648,,,
409678,2,2125.0,flex,34648,,,
409679,1,2497.0,flex,34648,,,
409680,101,276.0,economy,34648,,,
409681,17,311.0,economy,34648,,,
409682,2,315.0,economy,34648,,,
409683,1,329.0,economy,34648,,,
409684,2,402.0,economy,34648,,,
409685,7,429.0,economy,34648,,,
409686,38,484.0,economy,34648,,,
409687,1,544.0,economy,34648,,,
409688,1,571.0,economy,34648,,,
409689,4,1953.0,economy,34648,,,
409695,2,357.0,economy,34094,,,
409696,46,393.0,economy,34094,,,
409697,60,433.0,economy,34094,,,
409698,6,475.0,economy,34094,,,
409699,2,539.0,economy,34094,,,
409700,2,765.0,economy,34094,,,
409701,2,1761.0,economy,34094,,,
409702,10,1965.0,economy,34094,,,
412743,2,154.0,economy,34706,,,
412744,32,166.0,economy,34706,,,
412745,1,174.0,economy,34706,,,
412746,9,195.0,economy,34706,,,
412747,49,241.0,economy,34706,,,
412748,2,242.0,economy,34706,,,
412749,20,248.0,economy,34706,,,
412750,20,249.0,economy,34706,,,
412751,15,250.0,economy,34706,,,
412752,1,256.0,economy,34706,,,
412753,1,261.0,economy,34706,,,
412754,1,362.0,economy,34706,,,
412755,2,388.0,economy,34706,,,
412756,11,411.0,economy,34706,,,
412757,1,496.0,economy,34706,,,
412758,10,769.0,flex,34925,,,
412759,2,154.0,economy,34925,,,
412760,2,174.0,economy,34925,,,
412761,3,184.0,economy,34925,,,
412762,4,213.0,economy,34925,,,
412763,8,248.0,economy,34925,,,
412764,41,249.0,economy,34925,,,
412765,3,251.0,economy,34925,,,
412766,3,252.0,economy,34925,,,
412767,3,255.0,economy,34925,,,
412768,8,256.0,economy,34925,,,
412769,3,269.0,economy,34925,,,
412770,5,342.0,economy,34925,,,
412771,4,397.0,economy,34925,,,
412772,2,403.0,economy,34925,,,
412773,2,409.0,economy,34925,,,
412774,30,410.0,economy,34925,,,
412775,4,437.0,economy,34925,,,
412776,2,462.0,economy,34925,,,
412777,5,689.0,economy,34925,,,
414331,127,481.0,economy,34537,,,
414332,2,504.0,economy,34537,,,
414333,83,525.0,economy,34537,,,
414334,1,526.0,economy,34537,,,
414335,34,628.0,economy,34537,,,
414336,28,1516.0,economy,34537,,,
414337,1,1528.0,economy,34537,,,
414349,2,399.0,economy,34312,,,
414350,17,401.0,economy,34312,,,
414351,39,404.0,economy,34312,,,
414352,35,427.0,economy,34312,,,
414353,6,443.0,economy,34312,,,
414354,5,471.0,economy,34312,,,
414355,1,488.0,economy,34312,,,
414356,16,519.0,economy,34312,,,
414357,50,523.0,economy,34312,,,
414358,11,529.0,economy,34312,,,
414359,6,532.0,economy,34312,,,
414360,14,544.0,economy,34312,,,
414361,1,546.0,economy,34312,,,
414362,12,576.0,economy,34312,,,
414363,1,1645.0,economy,34312,,,
414364,2,1650.0,economy,34312,,,
414365,42,1688.0,economy,34312,,,
414395,117,1252.0,flex,34675,,,
414396,28,587.0,economy,34675,,,
414397,7,592.0,economy,34675,,,
414398,55,593.0,economy,34675,,,
414399,10,606.0,economy,34675,,,
414400,10,627.0,economy,34675,,,
414401,23,1124.0,economy,34675,,,
414402,13,202.0,economy,34728,,,
414403,21,204.0,economy,34728,,,
414404,43,210.0,economy,34728,,,
414405,2,327.0,economy,34728,,,
414406,10,405.0,economy,34728,,,
414407,100,408.0,economy,34728,,,
414408,1,410.0,economy,34728,,,
414409,12,420.0,economy,34728,,,
414410,9,442.0,economy,34728,,,
414411,3,472.0,economy,34728,,,
414412,5,502.0,economy,34728,,,
414413,32,1110.0,economy,34728,,,
415951,1,1449.0,flex,33728,,,
415952,1,472.0,economy,33728,,,
415953,8,529.0,economy,33728,,,
416068,6,1239.0,flex,33812,,,
416069,2,1465.7,flex,33812,,,
416070,4,1615.0,flex,33812,,,
416071,2,1618.0,flex,33812,,,
416072,7,1637.0,flex,33812,,,
416073,2,1646.6,flex,33812,,,
416074,2,1803.0,flex,33812,,,
416075,4,321.6,economy,33812,,,
416076,3,335.0,economy,33812,,,
416077,2,391.9,economy,33812,,,
416078,2,416.6,economy,33812,,,
416079,2,424.0,economy,33812,,,
416080,3,429.5,economy,33812,,,
416081,2,446.0,economy,33812,,,
416082,6,449.0,economy,33812,,,
416083,2,484.0,economy,33812,,,
416084,7,495.0,economy,33812,,,
416085,2,496.0,economy,33812,,,
416086,2,514.0,economy,33812,,,
416087,5,516.4,economy,33812,,,
416088,2,532.1,economy,33812,,,
416089,31,534.0,economy,33812,,,
416090,7,540.0,economy,33812,,,
416091,2,540.8,economy,33812,,,
416092,3,568.7,economy,33812,,,
416093,2,570.0,economy,33812,,,
416094,2,620.0,economy,33812,,,
416095,4,652.6,economy,33812,,,
416096,2,915.7,economy,33812,,,
416097,18,1615.0,economy,33812,,,
416098,3,1774.6,economy,33812,,,
416147,8,194.2,flex,33732,,,
416148,2,2594.4,flex,33732,,,
416149,2,390.0,economy,33732,,,
416150,2,413.6,economy,33732,,,
416151,42,442.9,economy,33732,,,
416152,4,455.6,economy,33732,,,
416153,23,469.3,economy,33732,,,
416154,3,527.2,economy,33732,,,
416155,8,1252.1,economy,33732,,,
416156,13,2594.4,economy,33732,,,
416219,12,1486.0,flex,33724,,,
416220,8,403.0,economy,33724,,,
416221,4,436.3,economy,33724,,,
416222,4,437.0,economy,33724,,,
416223,135,455.0,economy,33724,,,
416224,6,460.3,economy,33724,,,
416225,4,468.0,economy,33724,,,
416226,8,502.0,economy,33724,,,
416227,2,511.0,economy,33724,,,
416228,14,1469.0,economy,33724,,,
416229,12,1486.0,economy,33724,,,
416611,8,138.0,economy,34468,,,
416612,128,234.0,economy,34468,,,
416613,5,515.0,flex,34304,,,
416614,3,516.0,flex,34304,,,
416615,2,517.0,flex,34304,,,
416616,1,523.0,flex,34304,,,
416617,4,88.0,economy,34304,,,
416618,1,118.0,economy,34304,,,
416619,2,124.0,economy,34304,,,
416620,3,129.0,economy,34304,,,
416621,4,144.0,economy,34304,,,
416622,28,148.0,economy,34304,,,
416623,23,149.0,economy,34304,,,
416624,2,163.0,economy,34304,,,
416625,5,165.0,economy,34304,,,
416626,1,166.0,economy,34304,,,
416627,4,168.0,economy,34304,,,
416628,1,514.0,economy,34304,,,
416786,134,262.5,economy,33894,,,
421661,1,145.0,economy,34515,,,
421662,10,151.0,economy,34515,,,
421663,5,157.0,economy,34515,,,
421664,3,159.0,economy,34515,,,
421665,1,178.0,economy,34515,,,
421666,67,215.0,economy,34515,,,
421667,1,227.0,economy,34515,,,
421668,2,231.0,economy,34515,,,
421669,2,232.0,economy,34515,,,
421670,2,260.0,economy,34515,,,
421671,1,455.0,economy,34515,,,
421672,8,910.0,economy,34515,,,
421698,2,36.0,economy,34744,,,
421699,15,177.0,economy,34744,,,
421700,45,180.0,economy,34744,,,
421701,31,181.0,economy,34744,,,
421913,2,1164.0,flex,34323,,,
421914,13,121.0,economy,34323,,,
421915,2,165.0,economy,34323,,,
421916,7,200.0,economy,34323,,,
421917,44,201.0,economy,34323,,,
421918,24,218.0,economy,34323,,,
421919,11,220.0,economy,34323,,,
421920,8,579.0,economy,34323,,,
421921,1,844.0,economy,34323,,,
422009,2,51.0,economy,34467,,,
422010,4,146.0,economy,34467,,,
422011,2,200.0,economy,34467,,,
422012,35,244.0,economy,34467,,,
422013,25,246.0,economy,34467,,,
422014,51,247.0,economy,34467,,,
422015,2,248.0,economy,34467,,,
422016,2,311.0,economy,34467,,,
422017,2,323.0,economy,34467,,,
422018,2,330.0,economy,34467,,,
422019,17,331.0,economy,34467,,,
422020,2,349.0,economy,34467,,,
422021,2,388.0,economy,34467,,,
422022,2,445.0,economy,34467,,,
422023,2,755.0,economy,34467,,,
422024,2,841.0,economy,34467,,,
422025,6,862.0,economy,34467,,,
422026,5,880.0,economy,34467,,,
422027,6,881.0,economy,34467,,,
422028,4,904.0,economy,34467,,,
422029,2,1089.0,economy,34467,,,
422030,4,1212.0,economy,34467,,,
422031,2,1216.0,economy,34467,,,
422032,2,2025.0,economy,34467,,,
422093,1,51.0,economy,34407,,,
422094,4,176.0,economy,34407,,,
422095,1,214.0,economy,34407,,,
422096,6,229.0,economy,34407,,,
422097,9,244.0,economy,34407,,,
422098,7,253.0,economy,34407,,,
422099,3,258.0,economy,34407,,,
422100,1,293.0,economy,34407,,,
422101,2,369.0,economy,34407,,,
422102,6,394.0,economy,34407,,,
422103,24,404.0,economy,34407,,,
422104,4,627.0,economy,34407,,,
422105,4,752.0,economy,34407,,,
422106,34,767.0,economy,34407,,,
422107,13,769.0,economy,34407,,,
422169,1,20.0,economy,34439,,,
422170,1,111.0,economy,34439,,,
422171,11,168.0,economy,34439,,,
422172,51,186.0,economy,34439,,,
422173,1,251.0,economy,34439,,,
422345,1,40.0,economy,34592,,,
422346,1,152.0,economy,34592,,,
422347,5,222.0,economy,34592,,,
422348,20,223.0,economy,34592,,,
422349,8,226.0,economy,34592,,,
422350,8,228.0,economy,34592,,,
422351,5,230.0,economy,34592,,,
422352,7,249.0,economy,34592,,,
422353,1,330.0,economy,34592,,,
422354,1,337.0,economy,34592,,,
422355,7,417.0,economy,34592,,,
422356,7,435.0,economy,34592,,,
422357,6,459.0,economy,34592,,,
422358,2,988.0,economy,34592,,,
422359,72,1042.0,economy,34592,,,
422413,7,181.0,economy,34406,,,
422414,4,185.0,economy,34406,,,
422415,15,186.0,economy,34406,,,
422416,52,187.0,economy,34406,,,
422417,4,280.0,economy,34406,,,
422418,9,321.0,economy,34406,,,
422419,26,347.0,economy,34406,,,
422420,2,827.0,economy,34406,,,
422522,8,198.0,economy,34408,,,
422523,9,219.0,economy,34408,,,
422524,4,221.0,economy,34408,,,
422525,5,226.0,economy,34408,,,
422526,11,228.0,economy,34408,,,
422527,28,229.0,economy,34408,,,
422528,5,230.0,economy,34408,,,
422529,6,232.0,economy,34408,,,
422530,2,235.0,economy,34408,,,
422531,4,238.0,economy,34408,,,
422532,1,272.0,economy,34408,,,
422533,2,286.0,economy,34408,,,
422534,5,342.0,economy,34408,,,
422535,7,383.0,economy,34408,,,
422536,4,386.0,economy,34408,,,
422537,2,400.0,economy,34408,,,
422538,5,408.0,economy,34408,,,
422539,2,939.0,economy,34408,,,
422540,5,1120.0,economy,34408,,,
422541,9,1127.0,economy,34408,,,
422542,1,1130.0,economy,34408,,,
422543,6,1132.0,economy,34408,,,
422544,7,1133.0,economy,34408,,,
422635,1,146.0,economy,34322,,,
422636,6,171.0,economy,34322,,,
422637,83,174.0,economy,34322,,,
422638,1,182.0,economy,34322,,,
422639,1,253.0,economy,34322,,,
422712,1,1093.0,flex,34803,,,
422713,24,191.0,economy,34803,,,
422714,1,209.0,economy,34803,,,
422715,1,212.0,economy,34803,,,
422716,7,255.0,economy,34803,,,
422717,14,256.0,economy,34803,,,
422718,1,263.0,economy,34803,,,
422719,5,274.0,economy,34803,,,
422720,63,290.0,economy,34803,,,
422721,1,325.0,economy,34803,,,
422722,1,634.0,economy,34803,,,
422723,1,977.0,economy,34803,,,
422775,48,257.0,economy,34493,,,
422776,30,259.0,economy,34493,,,
422777,1,268.0,economy,34493,,,
422778,2,291.0,economy,34493,,,
422779,6,309.0,economy,34493,,,
422780,6,314.0,economy,34493,,,
422781,2,537.0,economy,34493,,,
422782,9,981.0,economy,34493,,,
422803,3,155.0,economy,34266,,,
422804,1,223.0,economy,34266,,,
422805,14,251.0,economy,34266,,,
422806,17,253.0,economy,34266,,,
422807,7,255.0,economy,34266,,,
422808,3,374.0,economy,34266,,,
422809,7,376.0,economy,34266,,,
422810,1,385.0,economy,34266,,,
422811,21,396.0,economy,34266,,,
422812,1,456.0,economy,34266,,,
422813,39,1021.0,economy,34266,,,
422814,8,1025.0,economy,34266,,,
422859,1,142.0,economy,34787,,,
422860,13,150.0,economy,34787,,,
422861,23,154.0,economy,34787,,,
422862,4,157.0,economy,34787,,,
422863,5,158.0,economy,34787,,,
422864,26,160.0,economy,34787,,,
422865,1,161.0,economy,34787,,,
422866,1,184.0,economy,34787,,,
422867,11,189.0,economy,34787,,,
